0, -8
0, -8
1, -8
1, -8
2, -8
2, -8
3, -8
3, -8
4, -8
4, -8
5, -8
5, -8
6, -8
6, -8
7, -8
7, -8
8, -8
8, -8
9, -8
9, -8
10, -8
10, -8
11, -8
11, -8
12, -8
12, -8
13, -8
13, -8
14, -8
14, -8
15, -8
15, -8
16, -8
16, -8
17, -8
17, -8
18, 0
18, 0
19, 0
19, 0
20, -8
20, -8
21, 0
21, 0
22, -8
22, -8
23, -8
23, -8
24, -8
24, -8
25, -8
25, -8
26, -8
26, -8
27, -8
27, -8
28, -8
28, -8
29, -8
29, -8
30, -8
30, -8
31, -8
31, -8
32, -8
32, -8
33, -8
33, -8
34, -8
34, -8
35, -8
35, -8
36, -8
36, -8
37, -8
37, -8
38, -8
38, -8
39, -8
39, -8
40, -8
40, -8
41, -8
41, -8
42, -8
42, -8
43, 0
43, 0
44, -8
44, -8
45, -8
45, -8
46, -8
46, -8
47, -8
47, -8
48, -8
48, -8
49, -8
49, -8
50, -8
50, -8
51, -8
51, -8
52, -8
52, -8
53, -8
53, -8
54, -8
54, -8
55, -8
55, -8
56, -8
56, -8
57, -8
57, -8
58, -8
58, -8
59, -8
59, -8
60, -8
60, -8
61, -8
61, -8
62, -8
62, -8
63, -8
63, -8
64, -8
64, -8
65, -8
65, -8
66, -8
66, -8
67, -8
67, -8
68, -8
68, -8
69, -8
69, -8
70, -8
70, -8
71, -8
71, -8
72, -8
72, -8
73, -8
73, -8
74, -8
74, -8
75, -8
75, -8
76, -8
76, -8
77, -8
77, -8
78, -8
78, -8
79, -8
79, -8
80, -8
80, -8
81, 0
81, 0
82, 0
82, 0
83, -8
83, -8
84, 0
84, 0
85, -8
85, -8
86, -8
86, -8
87, -8
87, -8
88, -8
88, -8
89, -8
89, -8
90, -8
90, -8
91, -8
91, -8
92, -8
92, -8
93, -8
93, -8
94, -8
94, -8
95, -8
95, -8
96, -8
96, -8
97, 0
97, 0
98, -8
98, -8
99, -8
99, -8
100, -8
100, -8
101, -8
101, -8
102, -8
102, -8
103, -8
103, -8
104, -8
104, -8
105, -8
105, -8
106, -8
106, -8
107, -8
107, -8
108, 0
108, 0
109, 0
109, 0
110, -8
110, -8
111, -8
111, -8
112, -8
112, -8
113, -8
113, -8
114, -8
114, -8
115, 0
115, 0
116, 0
116, 0
117, -8
117, -8
118, -8
118, -8
119, -8
119, -8
120, -8
120, -8
121, -8
121, -8
122, -8
122, -8
123, -8
123, -8
124, -8
124, -8
125, -8
125, -8
126, -8
126, -8
127, -8
127, -8
128, -8
128, -8
129, -8
129, -8
130, -8
130, -8
131, -8
131, -8
132, -8
132, -8
133, -8
133, -8
134, -8
134, -8
135, -8
135, -8
136, -8
136, -8
137, -8
137, -8
138, -8
138, -8
139, -8
139, -8
140, -8
140, -8
141, -8
141, -8
142, -8
142, -8
143, -8
143, -8
144, -8
144, -8
145, -8
145, -8
146, -8
146, -8
147, -8
147, -8
148, -8
148, -8
149, -8
149, -8
150, -8
150, -8
151, -8
151, -8
152, -8
152, -8
153, -8
153, -8
154, -8
154, -8
155, -8
155, -8
156, -8
156, -8
157, -8
157, -8
158, -8
158, -8
159, -8
159, -8
160, -8
160, -8
161, -8
161, -8
162, 0
162, 0
163, 0
163, 0
164, -8
164, -8
165, -8
165, -8
166, -8
166, -8
167, -8
167, -8
168, -8
168, -8
169, 0
169, 0
170, -8
170, -8
171, -8
171, -8
172, -8
172, -8
173, -8
173, -8
174, -8
174, -8
175, -8
175, -8
176, -8
176, -8
177, -8
177, -8
178, -8
178, -8
179, 0
179, 0
180, -8
180, -8
181, -8
181, -8
182, -8
182, -8
183, -8
183, -8
184, -8
184, -8
185, -8
185, -8
186, 0
186, 0
187, -8
187, -8
188, -8
188, -8
189, -8
189, -8
190, -8
190, -8
191, -8
191, -8
192, -8
192, -8
193, -8
193, -8
194, -8
194, -8
195, -8
195, -8
196, -8
196, -8
197, -8
197, -8
198, -8
198, -8
199, -8
199, -8
200, -8
200, -8
201, -8
201, -8
202, -8
202, -8
203, -8
203, -8
204, -8
204, -8
205, -8
205, -8
206, -8
206, -8
207, 0
207, 0
208, 0
208, 0
209, -8
209, -8
210, -8
210, -8
211, -8
211, -8
212, -8
212, -8
213, -8
213, -8
214, -8
214, -8
215, -8
215, -8
216, -8
216, -8
217, -8
217, -8
218, -8
218, -8
219, -8
219, -8
220, -8
220, -8
221, -8
221, -8
222, -8
222, -8
223, -8
223, -8
224, -8
224, -8
225, -8
225, -8
226, -8
226, -8
227, -8
227, -8
228, -8
228, -8
229, -8
229, -8
230, -8
230, -8
231, -8
231, -8
232, -8
232, -8
233, -8
233, -8
234, -8
234, -8
235, -8
235, -8
236, -8
236, -8
237, -8
237, -8
238, -8
238, -8
239, -8
239, -8
240, -8
240, -8
241, -8
241, -8
242, 0
242, 0
243, -8
243, -8
244, -8
244, -8
245, -8
245, -8
246, -8
246, -8
247, 0
247, 0
248, 0
248, 0
249, -8
249, -8
250, -8
250, -8
251, -8
251, -8
252, -8
252, -8
253, -8
253, -8
254, -8
254, -8
255, -8
255, -8
256, -8
256, -8
257, -8
257, -8
258, -8
258, -8
259, -8
259, -8
260, -8
260, -8
261, -8
261, -8
262, -8
262, -8
263, -8
263, -8
264, -8
264, -8
265, -8
265, -8
266, -8
266, -8
267, -8
267, -8
268, -8
268, -8
269, -8
269, -8
270, -8
270, -8
271, -8
271, -8
272, -8
272, -8
273, -8
273, -8
274, -8
274, -8
275, -8
275, -8
276, -8
276, -8
277, -8
277, -8
278, -8
278, -8
279, -8
279, -8
280, -8
280, -8
281, -8
281, -8
282, -8
282, -8
283, -8
283, -8
284, -8
284, -8
285, -8
285, -8
286, -8
286, -8
287, -8
287, -8
288, -8
288, -8
289, -8
289, -8
290, -8
290, -8
291, -8
291, -8
292, -8
292, -8
293, -8
293, -8
294, -8
294, -8
295, 0
295, 0
296, -8
296, -8
297, -8
297, -8
298, -8
298, -8
299, -8
299, -8
300, -8
300, -8
301, -8
301, -8
302, -8
302, -8
303, 0
303, 0
304, -8
304, -8
305, -8
305, -8
306, -8
306, -8
307, -8
307, -8
308, -8
308, -8
309, -8
309, -8
310, -8
310, -8
311, -8
311, -8
312, -8
312, -8
313, -8
313, -8
314, -8
314, -8
315, -8
315, -8
316, -8
316, -8
317, -8
317, -8
318, -8
318, -8
319, -8
319, -8
320, 0
320, 0
321, -8
321, -8
322, -8
322, -8
323, -8
323, -8
324, 0
324, 0
325, -8
325, -8
326, -8
326, -8
327, -8
327, -8
328, -8
328, -8
329, -8
329, -8
330, 0
330, 0
331, -8
331, -8
332, -8
332, -8
333, -8
333, -8
334, -8
334, -8
335, -8
335, -8
336, -8
336, -8
337, -8
337, -8
338, -8
338, -8
339, -8
339, -8
340, -8
340, -8
341, 0
341, 0
342, 0
342, 0
343, 0
343, 0
344, -8
344, -8
345, -8
345, -8
346, -8
346, -8
347, -8
347, -8
348, -8
348, -8
349, -8
349, -8
350, -8
350, -8
351, -8
351, -8
352, -8
352, -8
353, -8
353, -8
354, -8
354, -8
355, -8
355, -8
356, -8
356, -8
357, -8
357, -8
358, -8
358, -8
359, -8
359, -8
360, -8
360, -8
361, -8
361, -8
362, -8
362, -8
363, -8
363, -8
364, -8
364, -8
365, -8
365, -8
366, -8
366, -8
367, -8
367, -8
368, 0
368, 0
369, 0
369, 0
370, 0
370, 0
371, -8
371, -8
372, -8
372, -8
373, -8
373, -8
374, -8
374, -8
375, -8
375, -8
376, -8
376, -8
377, -8
377, -8
378, -8
378, -8
379, -8
379, -8
380, -8
380, -8
381, -8
381, -8
382, -8
382, -8
383, -8
383, -8
384, -8
384, -8
385, -8
385, -8
386, 0
386, 0
387, -8
387, -8
388, 0
388, 0
389, -8
389, -8
390, -8
390, -8
391, -8
391, -8
392, -8
392, -8
393, -8
393, -8
394, -8
394, -8
395, -8
395, -8
396, -8
396, -8
397, -8
397, -8
398, -8
398, -8
399, -8
399, -8
400, -8
400, -8
401, -8
401, -8
402, -8
402, -8
403, -8
403, -8
404, -8
404, -8
405, -8
405, -8
406, -8
406, -8
407, -8
407, -8
408, -8
408, -8
409, -8
409, -8
410, -8
410, -8
411, -8
411, -8
412, -8
412, -8
413, -8
413, -8
414, -8
414, -8
415, -8
415, -8
416, 0
416, 0
417, 0
417, 0
418, -8
418, -8
419, -8
419, -8
420, -8
420, -8
421, -8
421, -8
422, -8
422, -8
423, -8
423, -8
424, -8
424, -8
425, -8
425, -8
426, -8
426, -8
427, 0
427, 0
428, -8
428, -8
429, -8
429, -8
430, -8
430, -8
431, -8
431, -8
432, -8
432, -8
433, -8
433, -8
434, -8
434, -8
435, -8
435, -8
436, -8
436, -8
437, -8
437, -8
438, -8
438, -8
439, -8
439, -8
440, -8
440, -8
441, -8
441, -8
442, -8
442, -8
443, -8
443, -8
444, -8
444, -8
445, -8
445, -8
446, -8
446, -8
447, -8
447, -8
448, -8
448, -8
449, 0
449, 0
450, -8
450, -8
451, -8
451, -8
452, -8
452, -8
453, -8
453, -8
454, -8
454, -8
455, -8
455, -8
456, -8
456, -8
457, -8
457, -8
458, -8
458, -8
459, -8
459, -8
460, -8
460, -8
461, -8
461, -8
462, -8
462, -8
463, -8
463, -8
464, -8
464, -8
465, -8
465, -8
466, -8
466, -8
467, -8
467, -8
468, -8
468, -8
469, -8
469, -8
470, -8
470, -8
471, -8
471, -8
472, -8
472, -8
473, -8
473, -8
474, -8
474, -8
475, -8
475, -8
476, -8
476, -8
477, -8
477, -8
478, -8
478, -8
479, -8
479, -8
480, -8
480, -8
481, -8
481, -8
482, -8
482, -8
483, -8
483, -8
484, -8
484, -8
485, -8
485, -8
486, -8
486, -8
487, -8
487, -8
488, -8
488, -8
489, -8
489, -8
490, -8
490, -8
491, -8
491, -8
492, -8
492, -8
493, -8
493, -8
494, -8
494, -8
495, -8
495, -8
496, -8
496, -8
497, -8
497, -8
498, -8
498, -8
499, 0
499, 0
500, -8
500, -8
501, -8
501, -8
502, -8
502, -8
503, -8
503, -8
504, -8
504, -8
505, -8
505, -8
506, -8
506, -8
507, -8
507, -8
508, -8
508, -8
509, -8
509, -8
510, -8
510, -8
511, -8
511, -8
512, -8
512, -8
513, -8
